CA,"{'subsample_freq': 5, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 17, 'learning_rate': 0.19}"
TX,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 40, 'max_depth': 5, 'learning_rate': 0.09}"
WI,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 22, 'max_depth': 19, 'learning_rate': 0.09}"
