TX_TX_1_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 9, 'learning_rate': 0.060000000000000005}"
TX_TX_1_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 14, 'max_depth': 15, 'learning_rate': 0.03}"
TX_TX_1_FOODS_FOODS_1,"{'subsample_freq': 8, 'subsample': 0.8499999999999999, 'num_leaves': 16, 'max_depth': 15, 'learning_rate': 0.060000000000000005}"
TX_TX_1_FOODS_FOODS_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 22, 'max_depth': 19, 'learning_rate': 0.060000000000000005}"
TX_TX_1_FOODS_FOODS_3,"{'subsample_freq': 6, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 19, 'learning_rate': 0.25}"
TX_TX_2_HOBBIES_HOBBIES_1,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 19, 'learning_rate': 0.11}"
TX_TX_2_HOBBIES_HOBBIES_2,"{'subsample_freq': 9, 'subsample': 0.8499999999999999, 'num_leaves': 18, 'max_depth': 11, 'learning_rate': 0.04}"
TX_TX_2_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 7, 'subsample': 0.8499999999999999, 'num_leaves': 14, 'max_depth': 13, 'learning_rate': 0.060000000000000005}"
TX_TX_2_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 5, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 9, 'learning_rate': 0.06999999999999999}"
TX_TX_2_FOODS_FOODS_1,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 7, 'learning_rate': 0.06999999999999999}"
TX_TX_2_FOODS_FOODS_2,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 7, 'learning_rate': 0.09999999999999999}"
TX_TX_2_FOODS_FOODS_3,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 13, 'learning_rate': 0.13}"
TX_TX_3_HOBBIES_HOBBIES_1,"{'subsample_freq': 5, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 15, 'learning_rate': 0.05}"
TX_TX_3_HOBBIES_HOBBIES_2,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 36, 'max_depth': 7, 'learning_rate': 0.03}"
TX_TX_3_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 14, 'max_depth': 5, 'learning_rate': 0.06999999999999999}"
TX_TX_3_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 11, 'learning_rate': 0.17}"
TX_TX_3_FOODS_FOODS_1,"{'subsample_freq': 8, 'subsample': 0.8499999999999999, 'num_leaves': 24, 'max_depth': 15, 'learning_rate': 0.05}"
TX_TX_3_FOODS_FOODS_2,"{'subsample_freq': 9, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 19, 'learning_rate': 0.09}"
TX_TX_3_FOODS_FOODS_3,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 12, 'max_depth': 7, 'learning_rate': 0.08}"
WI_WI_1_HOBBIES_HOBBIES_1,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 13, 'learning_rate': 0.09999999999999999}"
WI_WI_1_HOBBIES_HOBBIES_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 7, 'learning_rate': 0.05}"
WI_WI_1_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 9, 'learning_rate': 0.23}"
WI_WI_1_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 15, 'learning_rate': 0.06999999999999999}"
WI_WI_1_FOODS_FOODS_1,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 16, 'max_depth': 15, 'learning_rate': 0.060000000000000005}"
WI_WI_1_FOODS_FOODS_2,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 9, 'learning_rate': 0.12}"
WI_WI_1_FOODS_FOODS_3,"{'subsample_freq': 6, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 17, 'learning_rate': 0.08}"
WI_WI_2_HOBBIES_HOBBIES_1,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 16, 'max_depth': 7, 'learning_rate': 0.04}"
WI_WI_2_HOBBIES_HOBBIES_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 13, 'learning_rate': 0.06999999999999999}"
WI_WI_2_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 5, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 19, 'learning_rate': 0.19}"
WI_WI_2_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 4, 'subsample': 0.8499999999999999, 'num_leaves': 10, 'max_depth': 13, 'learning_rate': 0.08}"
WI_WI_2_FOODS_FOODS_1,"{'subsample_freq': 9, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 19, 'learning_rate': 0.13}"
WI_WI_2_FOODS_FOODS_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 16, 'max_depth': 13, 'learning_rate': 0.09}"
WI_WI_2_FOODS_FOODS_3,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 19, 'learning_rate': 0.12}"
WI_WI_3_HOBBIES_HOBBIES_1,"{'subsample_freq': 2, 'subsample': 0.8499999999999999, 'num_leaves': 4, 'max_depth': 13, 'learning_rate': 0.09999999999999999}"
WI_WI_3_HOBBIES_HOBBIES_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 5, 'learning_rate': 0.03}"
WI_WI_3_HOUSEHOLD_HOUSEHOLD_1,"{'subsample_freq': 8, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 19, 'learning_rate': 0.16}"
WI_WI_3_HOUSEHOLD_HOUSEHOLD_2,"{'subsample_freq': 5, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 5, 'learning_rate': 0.08}"
WI_WI_3_FOODS_FOODS_1,"{'subsample_freq': 3, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 9, 'learning_rate': 0.11}"
WI_WI_3_FOODS_FOODS_2,"{'subsample_freq': 1, 'subsample': 0.8499999999999999, 'num_leaves': 8, 'max_depth': 15, 'learning_rate': 0.11}"
WI_WI_3_FOODS_FOODS_3,"{'subsample_freq': 4, 'subsample': 0.8499999999999999, 'num_leaves': 6, 'max_depth': 11, 'learning_rate': 0.15000000000000002}"
